Canon PC1080F Personal Copier,Roy Skaria,Manitoba,Copiers and Fax,0.5
Accessory32,Irene Maddox,Manitoba,Telephones and Communication,0.35
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Meg Tillman,Manitoba,Envelopes,0.38
Micro Innovations 104 Keyboard,Thea Hudgings,Manitoba,Computer Peripherals,0.64
"Tenex Personal Project File with Scoop Front Design, Black",Rachel Payne,Manitoba,Storage & Organization,0.59
Gyration RF Keyboard,Tanja Norvell,Manitoba,Computer Peripherals,0.49
"Wirebound Message Book, 4 per Page",Craig Molinari,Manitoba,Paper,0.36
Fiskars� Softgrip Scissors,Craig Molinari,Manitoba,"Scissors, Rulers and Trimmers",0.57
Verbatim 4.7GB DVD-R,Mike Gockenbach,Manitoba,Computer Peripherals,0.41
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Nora Pelletier,Manitoba,Appliances,0.57
Hayes Optima 56K V.90 Internal Voice Modem,Nora Pelletier,Manitoba,Computer Peripherals,0.51
Accessory17,Nora Pelletier,Manitoba,Telephones and Communication,0.82
Xerox 200,Valerie Takahito,Manitoba,Paper,0.37
"Quartet Omega� Colored Chalk, 12/Pack",Valerie Takahito,Manitoba,Pens & Art Supplies,0.38
2300 Heavy-Duty Transfer File Systems by Perma,Valerie Takahito,Manitoba,Storage & Organization,0.66
Prang Dustless Chalk Sticks,Thea Hudgings,Manitoba,Pens & Art Supplies,0.35
Hon 94000 Series Round Tables,Penelope Sewall,Manitoba,Tables,0.76
SAFCO Arco Folding Chair,Joy Daniels,Manitoba,Chairs & Chairmats,
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Joy Daniels,Manitoba,Paper,0.39
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Tanja Norvell,Manitoba,Paper,0.36
Accessory25,Russell D'Ascenzo,Manitoba,Telephones and Communication,0.57
Self-Adhesive Removable Labels,Ryan Crowe,Manitoba,Labels,0.37
"Ampad� Evidence� Wirebond Steno Books, 6"" x 9""",Meg Tillman,Manitoba,Paper,0.38
Fellowes Staxonsteel� Drawer Files,Linda Southworth,Manitoba,Storage & Organization,0.71
Hon Every-Day� Chair Series Swivel Task Chairs,Tracy Zic,Manitoba,Chairs & Chairmats,0.64
Prang Drawing Pencil Set,Tracy Zic,Manitoba,Pens & Art Supplies,0.58
Sharp EL500L Fraction Calculator,Evan Bailliet,Manitoba,Office Machines,0.39
Advantus Panel Wall Certificate Holder - 8.5x11,Gary McGarr,Manitoba,Office Furnishings,0.43
Luxo Adjustable Task Clamp Lamp,Jill Fjeld,Manitoba,Office Furnishings,0.59
Lexmark Z55se Color Inkjet Printer,Jill Fjeld,Manitoba,Office Machines,0.38
Xerox 210,Rachel Payne,Manitoba,Paper,0.37
"Maxell Pro 80 Minute CD-R, 10/Pack",Joy Daniels,Manitoba,Computer Peripherals,0.45
Accessory27,Craig Molinari,Manitoba,Telephones and Communication,0.85
Xerox 1993,Gene McClure,Manitoba,Paper,0.36
Belkin 6 Outlet Metallic Surge Strip,Jill Stevenson,Manitoba,Appliances,0.59
Microsoft Internet Keyboard,Rick Bensley,Manitoba,Computer Peripherals,0.77
Bretford CR4500 Series Slim Rectangular Table,Rick Bensley,Manitoba,Tables,0.66
Epson LQ-570e Dot Matrix Printer,Steven Cartwright,Manitoba,Office Machines,0.56
Sanford Pocket Accent� Highlighters,Steven Cartwright,Manitoba,Pens & Art Supplies,0.42
Newell� 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Eric Hoffmann,Manitoba,Binders and Binder Accessories,0.37
Contemporary Wood/Metal Frame,Eric Hoffmann,Manitoba,Office Furnishings,0.5
Recycled Eldon Regeneration Jumbo File,Michael Oakman,Manitoba,Storage & Organization,0.57
Xerox 231,Penelope Sewall,Manitoba,Paper,0.37
Newell 310,Mick Crebagga,Manitoba,Pens & Art Supplies,0.56
Accessory39,Mick Crebagga,Manitoba,Telephones and Communication,0.81
Coloredge Poster Frame,Matthew Clasen,Manitoba,Office Furnishings,0.46
"Master Caster Door Stop, Brown",Steven Ward,Manitoba,Office Furnishings,0.51
Advantus Panel Wall Acrylic Frame,Michael Oakman,Manitoba,Office Furnishings,0.42
Newell 325,Mick Crebagga,Manitoba,Pens & Art Supplies,0.55
Newell 35,Mick Crebagga,Manitoba,Pens & Art Supplies,0.56
Ultra Door Push Plate,Ryan Crowe,Manitoba,Office Furnishings,0.52
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Troy Blackwell,Manitoba,Paper,0.38
Barrel Sharpener,Joy Daniels,Manitoba,Pens & Art Supplies,0.59
5170,Joy Daniels,Manitoba,Telephones and Communication,0.59
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Rachel Payne,Manitoba,Envelopes,0.4
Avery 485,Nora Pelletier,Manitoba,Labels,0.38
"Hot File� 7-Pocket, Floor Stand",Nora Pelletier,Manitoba,Storage & Organization,0.55
Xerox 1961,Thomas Brumley,Manitoba,Paper,0.38
Xerox 1991,Thomas Brumley,Manitoba,Paper,0.39
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Phillip Flathmann,Manitoba,Envelopes,0.38
Computer Printout Paper with Letter-Trim Perforations,Phillip Flathmann,Manitoba,Paper,0.37
"Tenex Personal Project File with Scoop Front Design, Black",Darrin Martin,Manitoba,Storage & Organization,0.59
Surelock� Post Binders,Sean Braxton,Manitoba,Binders and Binder Accessories,0.35
"Metal Folding Chairs, Beige, 4/Carton",Sean Braxton,Manitoba,Chairs & Chairmats,0.58
"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Sean Braxton,Manitoba,Office Machines,0.39
Avery Non-Stick Binders,Julie Kriz,Manitoba,Binders and Binder Accessories,0.39
"*Staples* vLetter Openers, 2/Pack",Julie Kriz,Manitoba,"Scissors, Rulers and Trimmers",0.83
US Robotics 56K V.92 External Faxmodem,Ryan Crowe,Manitoba,Computer Peripherals,0.52
Nu-Dell Executive Frame,Gary Hwang,Manitoba,Office Furnishings,0.48
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Gene McClure,Manitoba,Binders and Binder Accessories,0.35
"Advantus Push Pins, Aluminum Head",Gene McClure,Manitoba,Rubber Bands,0.54
GBC DocuBind P100 Manual Binding Machine,Julie Kriz,Manitoba,Binders and Binder Accessories,0.4
Balt Solid Wood Rectangular Table,Julie Kriz,Manitoba,Tables,0.75
Hoover WindTunnel� Plus Canister Vacuum,Tracy Collins,Manitoba,Appliances,0.57
"Master Giant Foot� Doorstop, Safety Yellow",Tracy Collins,Manitoba,Office Furnishings,0.42
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Linda Southworth,Manitoba,Binders and Binder Accessories,0.36
Xerox Blank Computer Paper,Linda Southworth,Manitoba,Paper,0.38
Eldon� 500 Class� Desk Accessories,Gene McClure,Manitoba,Office Furnishings,0.52
Surelock� Post Binders,Nora Pelletier,Manitoba,Binders and Binder Accessories,0.35
Logitech Access Keyboard,Maurice Satty,Manitoba,Computer Peripherals,0.48
Hoover WindTunnel� Plus Canister Vacuum,Henia Zydlo,Manitoba,Appliances,0.57
Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,Sean Braxton,Manitoba,Chairs & Chairmats,0.64
Telescoping Adjustable Floor Lamp,Sean Braxton,Manitoba,Office Furnishings,0.6
"File Shuttle II and Handi-File, Black",Troy Blackwell,Manitoba,Storage & Organization,0.6
"Maxell Pro 80 Minute CD-R, 10/Pack",Tracy Collins,Manitoba,Computer Peripherals,0.45
Canon PC1060 Personal Laser Copier,Julie Kriz,Manitoba,Copiers and Fax,0.41
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Valerie Dominguez,Manitoba,Binders and Binder Accessories,0.36
EcoTones� Memo Sheets,Valerie Dominguez,Manitoba,Paper,0.37
"Tenex Personal Project File with Scoop Front Design, Black",Linda Southworth,Manitoba,Storage & Organization,0.59
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Michael Oakman,Manitoba,Office Furnishings,0.45
Fellowes Staxonsteel� Drawer Files,Michael Oakman,Manitoba,Storage & Organization,0.71
Round Specialty Laser Printer Labels,Michael Moore,Manitoba,Labels,0.38
Bevis Round Conference Table Top & Single Column Base,Michael Moore,Manitoba,Tables,0.64
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Tanja Norvell,Manitoba,Appliances,0.57
Avery 516,Russell Applegate,Manitoba,Labels,0.38
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Thomas Brumley,Manitoba,Office Furnishings,0.62
Avery Hanging File Binders,Eric Barreto,Manitoba,Binders and Binder Accessories,0.39
"Global High-Back Leather Tilter, Burgundy",Nick Radford,Manitoba,Chairs & Chairmats,0.74
Fellowes Black Plastic Comb Bindings,Gene McClure,Manitoba,Binders and Binder Accessories,0.39
GBC Imprintable Covers,Sanjit Engle,Manitoba,Binders and Binder Accessories,0.36
Fellowes PB300 Plastic Comb Binding Machine,Jill Stevenson,Manitoba,Binders and Binder Accessories,0.38
Poly Designer Cover & Back,Jill Stevenson,Manitoba,Binders and Binder Accessories,0.37
Bevis 36 x 72 Conference Tables,Jill Stevenson,Manitoba,Tables,0.63
Epson DFX-8500 Dot Matrix Printer,Michael Oakman,Manitoba,Office Machines,0.57
Southworth 25% Cotton Linen-Finish Paper & Envelopes,Evan Bailliet,Manitoba,Paper,0.4
Newell 332,Evan Bailliet,Manitoba,Pens & Art Supplies,0.58
Avery 494,Nora Pelletier,Manitoba,Labels,0.39
Sanford Liquid Accent Highlighters,Toby Knight,Manitoba,Pens & Art Supplies,0.48
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Nick Radford,Manitoba,"Scissors, Rulers and Trimmers",0.58
Satellite Sectional Post Binders,Phillip Flathmann,Manitoba,Binders and Binder Accessories,0.39
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Phillip Flathmann,Manitoba,Paper,0.38
Canon PC940 Copier,Denny Joy,Manitoba,Copiers and Fax,0.38
Boston 1730 StandUp Electric Pencil Sharpener,Denny Joy,Manitoba,Pens & Art Supplies,0.59
"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Tracy Collins,Manitoba,Envelopes,0.35
Boston 1730 StandUp Electric Pencil Sharpener,Tracy Collins,Manitoba,Pens & Art Supplies,0.59
Bevis Rectangular Conference Tables,Tracy Collins,Manitoba,Tables,0.69
"Dual Level, Single-Width Filing Carts",Linda Southworth,Manitoba,Storage & Organization,0.59
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Rachel Payne,Manitoba,Paper,0.39
Wilson Jones DublLock� D-Ring Binders,Rick Bensley,Manitoba,Binders and Binder Accessories,0.35
TDK 4.7GB DVD-R,Michael Oakman,Manitoba,Computer Peripherals,0.41
Timeport L7089,Michael Oakman,Manitoba,Telephones and Communication,0.58
Keytronic French Keyboard,Valerie Dominguez,Manitoba,Computer Peripherals,0.65
Staples 1 Part Blank Computer Paper,Theresa Swint,Manitoba,Paper,0.36
Boston 16765 Mini Stand Up Battery Pencil Sharpener,Theresa Swint,Manitoba,Pens & Art Supplies,0.59
"Sony MFD2HD Formatted Diskettes, 10/Pack",Natalie Webber,Manitoba,Computer Peripherals,0.71
"Career Cubicle Clock, 8 1/4"", Black",Maribeth Schnelling,Manitoba,Office Furnishings,0.47
Belkin 6 Outlet Metallic Surge Strip,Thais Sissman,Manitoba,Appliances,0.59
"Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl",Thais Sissman,Manitoba,Binders and Binder Accessories,0.39
Accessory21,Thais Sissman,Manitoba,Telephones and Communication,0.37
Prismacolor Color Pencil Set,Michael Oakman,Manitoba,Pens & Art Supplies,0.44
Binder Clips by OIC,Michael Oakman,Manitoba,Rubber Bands,0.37
Staples Metal Binder Clips,Arthur Gainer,Manitoba,Rubber Bands,0.39
Binder Clips by OIC,Theresa Swint,Manitoba,Rubber Bands,0.37
Acco 3-Hole Punch,Eric Barreto,Manitoba,Binders and Binder Accessories,0.37
GBC VeloBinder Electric Binding Machine,Eric Barreto,Manitoba,Binders and Binder Accessories,0.35
"Wilson Jones 1"" Hanging DublLock� Ring Binders",Eric Barreto,Manitoba,Binders and Binder Accessories,0.37
Portable Personal File Box,Rick Bensley,Manitoba,Storage & Organization,0.58
LX 788,Rick Bensley,Manitoba,Telephones and Communication,0.58
Canon P1-DHIII Palm Printing Calculator,Rick Bensley,Manitoba,Office Machines,0.4
Ames Color-File� Green Diamond Border X-ray Mailers,Eric Barreto,Manitoba,Envelopes,0.38
Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Rick Bensley,Manitoba,Computer Peripherals,0.55
"Wirebound Message Book, 4 per Page",Matthew Clasen,Manitoba,Paper,0.36
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Theresa Swint,Manitoba,Bookcases,0.66
GBC Standard Therm-A-Bind Covers,Mick Crebagga,Manitoba,Binders and Binder Accessories,0.39
"Wilson Jones Hanging View Binder, White, 1""",Mick Crebagga,Manitoba,Binders and Binder Accessories,0.39
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Mick Crebagga,Manitoba,Tables,0.66
DAX Natural Wood-Tone Poster Frame,Gary Hwang,Manitoba,Office Furnishings,0.49
Deflect-o Glass Clear Studded Chair Mats,Thea Hudgings,Manitoba,Office Furnishings,0.63
Novimex Fabric Task Chair,Arthur Gainer,Manitoba,Chairs & Chairmats,0.7
"Maxell Pro 80 Minute CD-R, 10/Pack",Arthur Gainer,Manitoba,Computer Peripherals,0.45
"Avery� 3 1/2"" Diskette Storage Pages, 10/Pack",Sue Ann Reed,Manitoba,Binders and Binder Accessories,0.39
Ibico Laser Imprintable Binding System Covers,Tanja Norvell,Manitoba,Binders and Binder Accessories,0.39
Xerox 198,Tanja Norvell,Manitoba,Paper,0.38
GBC Standard Therm-A-Bind Covers,Nora Pelletier,Manitoba,Binders and Binder Accessories,0.39
GBC Plastic Binding Combs,Nick Radford,Manitoba,Binders and Binder Accessories,0.36
Xerox 216,Nick Radford,Manitoba,Paper,0.37
Fellowes Recycled Storage Drawers,Nick Radford,Manitoba,Storage & Organization,0.78
Fellowes EZ Multi-Media Keyboard,Sean Braxton,Manitoba,Computer Peripherals,0.76
"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Sean Braxton,Manitoba,Computer Peripherals,0.66
"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Mick Crebagga,Manitoba,Computer Peripherals,0.61
8890,Katherine Ducich,Manitoba,Telephones and Communication,0.58
"Bush Westfield Collection Bookcases, Fully Assembled",Mick Crebagga,Manitoba,Bookcases,0.62
"Wilson Jones 1"" Hanging DublLock� Ring Binders",Rick Bensley,Manitoba,Binders and Binder Accessories,0.37
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Michael Moore,Manitoba,Chairs & Chairmats,0.77
Xerox 195,Tom Zandusky,Manitoba,Paper,0.37
Novimex Swivel Fabric Task Chair,Tanja Norvell,Manitoba,Chairs & Chairmats,0.74
T60,Evan Bailliet,Manitoba,Telephones and Communication,0.56
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Henia Zydlo,Manitoba,Envelopes,0.38
T39m,Tanja Norvell,Manitoba,Telephones and Communication,0.55
Xerox 1894,Russell D'Ascenzo,Manitoba,Paper,0.37
"Avery� 3 1/2"" Diskette Storage Pages, 10/Pack",Mick Crebagga,Manitoba,Binders and Binder Accessories,0.39
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Mick Crebagga,Manitoba,Computer Peripherals,0.52
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Evan Bailliet,Manitoba,Appliances,0.59
US Robotics 56K V.92 Internal PCI Faxmodem,Natalie Webber,Manitoba,Computer Peripherals,0.45
Canon S750 Color Inkjet Printer,Victor Price,Manitoba,Office Machines,0.38
Xerox 1940,Troy Blackwell,Manitoba,Paper,0.36
Accessory21,Tanja Norvell,Manitoba,Telephones and Communication,0.37
TimeportP7382,Ross Baird,Manitoba,Telephones and Communication,0.56
Polycom ViewStation� Adapter H323 Videoconferencing Unit,Gary Hwang,Manitoba,Office Machines,0.38
Xerox 226,Gary Hwang,Manitoba,Paper,0.37
"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",Katherine Ducich,Manitoba,Paper,0.38
Fellowes Recycled Storage Drawers,Theresa Swint,Manitoba,Storage & Organization,0.78
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Natalie Webber,Manitoba,Binders and Binder Accessories,0.38
Tennsco Industrial Shelving,Thais Sissman,Manitoba,Storage & Organization,0.83
Canon P1-DHIII Palm Printing Calculator,Harry Marie,Manitoba,Office Machines,0.4
Fellowes PB300 Plastic Comb Binding Machine,Tracy Collins,Manitoba,Binders and Binder Accessories,0.38
#6 3/4 Gummed Flap White Envelopes,Linda Southworth,Manitoba,Envelopes,0.37
"Global Deluxe Stacking Chair, Gray",Linda Southworth,Manitoba,Chairs & Chairmats,0.56
Avery Hi-Liter� Smear-Safe Highlighters,Linda Southworth,Manitoba,Pens & Art Supplies,0.49
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Tracy Collins,Manitoba,Labels,0.37
"Micro Innovations Micro 3000 Keyboard, Black",Jamie Frazer,Manitoba,Computer Peripherals,0.75
Xerox 1936,Rachel Payne,Manitoba,Paper,0.38
Epson LQ-570e Dot Matrix Printer,Rachel Payne,Manitoba,Office Machines,0.56
Newell 343,Rachel Payne,Manitoba,Pens & Art Supplies,0.58
Avery White Multi-Purpose Labels,Rachel Payne,Manitoba,Labels,0.39
"Fellowes Strictly Business� Drawer File, Letter/Legal Size",Rachel Payne,Manitoba,Storage & Organization,0.73
Accessory36,Victor Price,Manitoba,Telephones and Communication,0.83
"Binney & Smith inkTank� Erasable Pocket Highlighter, Chisel Tip, Yellow",Natalie Webber,Manitoba,Pens & Art Supplies,0.41
Stockwell Push Pins,Jack Garza,Manitoba,Rubber Bands,0.52
M3682,Jack Garza,Manitoba,Telephones and Communication,0.57
Aluminum Document Frame,Thais Sissman,Manitoba,Office Furnishings,0.55
4009� Highlighters by Sanford,Thea Hudgings,Manitoba,Pens & Art Supplies,0.52
GBC ProClick Punch Binding System,Steven Ward,Manitoba,Binders and Binder Accessories,0.36
Eldon Advantage� Foldable Chair Mats for Low Pile Carpets,Eric Hoffmann,Manitoba,Office Furnishings,0.64
"Global High-Back Leather Tilter, Burgundy",Gary Hwang,Manitoba,Chairs & Chairmats,0.74
Xerox 1893,Elpida Rittenbach,Manitoba,Paper,0.36
Staples Bulldog Clip,Toby Knight,Manitoba,Rubber Bands,0.39
GBC Poly Designer Binding Covers,Toby Knight,Manitoba,Binders and Binder Accessories,0.36
"80 Minute CD-R Spindle, 100/Pack - Staples",Toby Knight,Manitoba,Computer Peripherals,0.54
"Imation Neon Mac Format Diskettes, 10/Pack",Toby Knight,Manitoba,Computer Peripherals,0.77
12-1/2 Diameter Round Wall Clock,Joseph Airdo,Manitoba,Office Furnishings,0.49
Regeneration Desk Collection,Joseph Airdo,Manitoba,Office Furnishings,0.41
Avery 494,Valerie Takahito,Manitoba,Labels,0.39
"Hunt BOSTON� Vista� Battery-Operated Pencil Sharpener, Black",Valerie Takahito,Manitoba,Pens & Art Supplies,0.58
"DAX Value U-Channel Document Frames, Easel Back",Phillip Flathmann,Manitoba,Office Furnishings,0.54
Staples Metal Binder Clips,Phillip Flathmann,Manitoba,Rubber Bands,0.39
6120,Phillip Flathmann,Manitoba,Telephones and Communication,0.58
Avery White Multi-Purpose Labels,Natalie Webber,Manitoba,Labels,0.39
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Natalie Webber,Manitoba,Pens & Art Supplies,0.41
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Russell Applegate,Manitoba,Appliances,0.56
6000,Russell Applegate,Manitoba,Telephones and Communication,0.55
"Array� Parchment Paper, Assorted Colors",Thais Sissman,Manitoba,Paper,0.37
Southworth 25% Cotton Premium Laser Paper and Envelopes,Jamie Frazer,Manitoba,Paper,0.37
Avery 498,Russell Applegate,Manitoba,Labels,0.38
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Russell Applegate,Manitoba,Tables,0.68
Hon Rectangular Conference Tables,Jack Garza,Manitoba,Tables,0.68
PC Concepts 116 Key Quantum 3000 Keyboard,Steven Cartwright,Manitoba,Computer Peripherals,0.75
"DAX Metal Frame, Desktop, Stepped-Edge",Helen Andreada,Manitoba,Office Furnishings,0.46
Fellowes Super Stor/Drawer�,Helen Andreada,Manitoba,Storage & Organization,0.67
"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Sean Braxton,Manitoba,Computer Peripherals,0.64
M3682,Sean Braxton,Manitoba,Telephones and Communication,0.57
Revere Boxed Rubber Bands by Revere,Linda Southworth,Manitoba,Rubber Bands,0.83
8890,Joseph Airdo,Manitoba,Telephones and Communication,0.58
Dixon Ticonderoga Core-Lock Colored Pencils,Roland Murray,Manitoba,Pens & Art Supplies,0.52
Wilson Jones� Four-Pocket Poly Binders,Jack Garza,Manitoba,Binders and Binder Accessories,0.36
"IBM Numeric Access II Keypad, 17-Key, Black",Jack Garza,Manitoba,Computer Peripherals,0.75
Southworth Structures Collection�,Thais Sissman,Manitoba,Paper,0.35
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Russell D'Ascenzo,Manitoba,Office Furnishings,0.62
Avery 484,Rachel Payne,Manitoba,Labels,0.36
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Arthur Gainer,Manitoba,Computer Peripherals,0.64
Boston 1730 StandUp Electric Pencil Sharpener,Arthur Gainer,Manitoba,Pens & Art Supplies,0.59
Xerox 1979,Steven Ward,Manitoba,Paper,0.4
Avery Durable Poly Binders,Arthur Gainer,Manitoba,Binders and Binder Accessories,0.39
Xerox 1882,Arthur Gainer,Manitoba,Paper,0.36
"Executive Impressions 13"" Clairmont Wall Clock",Tracy Collins,Manitoba,Office Furnishings,0.44
"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Rick Bensley,Manitoba,Computer Peripherals,0.44
"Soundgear Copyboard Conference Phone, Optional Battery",Emily Ducich,Manitoba,Office Machines,0.37
TI 36X Solar Scientific Calculator,Thea Hudgings,Manitoba,Office Machines,0.38
Epson LQ-870 Dot Matrix Printer,Sanjit Engle,Manitoba,Office Machines,0.59
Xerox 1997,Jill Fjeld,Manitoba,Paper,0.37
Avanti 4.4 Cu. Ft. Refrigerator,Susan MacKendrick,Manitoba,Appliances,0.57
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Susan MacKendrick,Manitoba,Computer Peripherals,0.74
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Susan MacKendrick,Manitoba,Paper,0.36
Xerox 1993,Susan MacKendrick,Manitoba,Paper,0.36
GBC Standard Therm-A-Bind Covers,Peter Fuller,Saskachewan,Binders and Binder Accessories,0.39
"Lifetime Advantage� Folding Chairs, 4/Carton",Sam Craven,Saskachewan,Chairs & Chairmats,0.57
"Decoflex Hanging Personal Folder File, Blue",Sam Craven,Saskachewan,Storage & Organization,0.58
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Mitch Willingham,Saskachewan,Office Furnishings,0.79
Xerox 216,Mitch Willingham,Saskachewan,Paper,0.37
Keytronic 105-Key Spanish Keyboard,Sam Craven,Saskachewan,Computer Peripherals,0.67
Xerox 1952,Sam Craven,Saskachewan,Paper,0.38
GBC DocuBind 200 Manual Binding Machine,John Dryer,Saskachewan,Binders and Binder Accessories,0.35
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",John Dryer,Saskachewan,Chairs & Chairmats,0.55
Accessory32,Susan Gilcrest,Saskachewan,Telephones and Communication,0.35
StarTAC 7797,Susan Gilcrest,Saskachewan,Telephones and Communication,0.55
Xerox 1881,Ken Heidel,Saskachewan,Paper,0.38
"Wilson Jones Hanging View Binder, White, 1""",Patrick Ryan,Saskachewan,Binders and Binder Accessories,0.39
Wilson Jones Custom Binder Spines & Labels,Randy Bradley,Saskachewan,Binders and Binder Accessories,0.36
5180,William Brown,Saskachewan,Telephones and Communication,0.56
Xerox 1895,Rick Hansen,Saskachewan,Paper,0.4
Epson FX-2180 Wide Format Dot Matrix Printer,Ken Heidel,Saskachewan,Office Machines,0.57
"Master Caster Door Stop, Brown",Toby Grace,Saskachewan,Office Furnishings,0.51
Xerox 1882,Toby Grace,Saskachewan,Paper,0.36
"Wilson Jones Hanging View Binder, White, 1""",Joseph Holt,Saskachewan,Binders and Binder Accessories,0.39
Hoover Portapower� Portable Vacuum,Patrick Ryan,Saskachewan,Appliances,0.6
"Fellowes Basic 104-Key Keyboard, Platinum",Patrick Ryan,Saskachewan,Computer Peripherals,0.65
AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Maya Herman,Saskachewan,Office Machines,0.52
Sanford 52201 APSCO Electric Pencil Sharpener,Rick Hansen,Saskachewan,Pens & Art Supplies,0.59
"Global Leather Task Chair, Black",Peter Fuller,Saskachewan,Chairs & Chairmats,0.66
Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,Patrick Ryan,Saskachewan,Binders and Binder Accessories,0.4
Avery 503,Patrick Ryan,Saskachewan,Labels,0.37
Fellowes Staxonsteel� Drawer Files,William Brown,Saskachewan,Storage & Organization,0.71
Surelock� Post Binders,William Brown,Saskachewan,Binders and Binder Accessories,0.35
"Master Giant Foot� Doorstop, Safety Yellow",John Dryer,Saskachewan,Office Furnishings,0.42
"Hon Metal Bookcases, Black",Rick Hansen,Saskachewan,Bookcases,0.6
Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Ashley Jarboe,Saskachewan,Office Machines,0.4
Avery White Multi-Purpose Labels,Maya Herman,Saskachewan,Labels,0.39
Epson C82 Color Inkjet Printer,Maya Herman,Saskachewan,Office Machines,0.36
Xerox 1978,Ken Heidel,Saskachewan,Paper,0.36
Pizazz� Global Quick File�,Ken Heidel,Saskachewan,Storage & Organization,0.57
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Sam Craven,Saskachewan,Appliances,0.41
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Randy Bradley,Saskachewan,Bookcases,0.62
"Tenex Personal Project File with Scoop Front Design, Black",Randy Bradley,Saskachewan,Storage & Organization,0.59
Avery White Multi-Purpose Labels,Maya Herman,Saskachewan,Labels,0.39
Accessory15,Maya Herman,Saskachewan,Telephones and Communication,0.83
Fellowes Binding Cases,Mitch Willingham,Saskachewan,Binders and Binder Accessories,0.4
Presstex Flexible Ring Binders,Mitch Willingham,Saskachewan,Binders and Binder Accessories,0.35
Tyvek� Side-Opening Peel & Seel� Expanding Envelopes,Toby Grace,Saskachewan,Envelopes,0.4
Serrated Blade or Curved Handle Hand Letter Openers,William Brown,Saskachewan,"Scissors, Rulers and Trimmers",0.84
EcoTones� Memo Sheets,Sam Craven,Saskachewan,Paper,0.37
"Acme� 8"" Straight Scissors",Sam Craven,Saskachewan,"Scissors, Rulers and Trimmers",0.6
Microsoft Natural Multimedia Keyboard,Joseph Holt,Saskachewan,Computer Peripherals,0.73
Canon S750 Color Inkjet Printer,Rick Hansen,Saskachewan,Office Machines,0.38
"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Ashley Jarboe,Saskachewan,Paper,0.36
